titulo_o_fuente,texto,origen
https://www.infobae.com/deportes/2026/04/14/barcelona-atletico-de-madrid-y-liverpool-psg-definiran-los-primeros-dos-semifinalistas-de-la-champions-league-todo-lo-que-hay-que-saber/,"Los ocho mejores equipos de Europa se enfrentan para definir quiénes avanzarán a las semifinales de la Champions League. En los dos cruces programados para este martes, Atlético de Madrid perdió 2-1 ante Barcelona, pero avanzó a semifinales gracias al 2-0 de la ida, mientras que PSG le ganó ambos duelos a Liverpool y mantiene la expectativa de repetir la corona de la temporada pasada.
Atlético de Madrid 1 (3) - 2 (2) Barcelona
Atlético de Madrid cayó 2-1 ante Barcelona en el estadio Metropolitano por el cruce de vuelta de los cuartos de final de la UEFA Champions League y avanzó a semifinales gracias al 2-0 logrado en el Spotify Camp Nou durante el partido de ida. Los dirigidos por Diego Simeone esperan por Arsenal o Sporting de Lisboa, que juegan este miércoles en Londres con ventaja 1-0 para los ingleses. Juan Musso, Julián Álvarez, Giuliano Simeone y Nahuel Molina fueron titulares y sumó minutos Nicolás González en el complemento, mientras que Thiago Almada se quedó en el banco.
Estaba en el aire la sensación de que el Colchonero se había quedado corto con el 0-2 de la ida frente a un rival con mucho poder ofensivo. Esos pensamientos se corroboraron a los tres minutos con un grosero error defensivo de Clément Lenglet. El zaguero central, con pasado en Barcelona, buscó dar un pase atrás a Juan Musso, lo anticipó Lamine Yamal, la pelota le quedó a Ferrán Torres, quien se la devolvió a Yamal y el 10 definió entre las piernas de Musso para dejar al Blaugrana a un tanto de igualar la serie.
El equipo de Hansi Flick olió sangre, y lo que siguió fue una atropellada Azulgrana. El ímpetu, la energía y el coraje fueron de la visita, que emparejó la llave a los 23 minutos con un gran remate cruzado de Ferrán Torres a la red. Como si fuera poco, a la jugada siguiente, Musso le sacó un cabezazo a quemarropa a Fermín López. Esa acción terminó de despertar al Rojiblanco, que aprovechó los espacios de su contrincante en el fondo y marcó el 3-2 global a través de Ademola Lookman a la media hora de juego.
La figura de Juan Musso se agigantó en el cierre del primer acto con otra estupenda tapada en un mano a mano contra Ferrán Torres a los 40 minutos. El arquero de la selección argentina sostuvo a su equipo en el peor momento y, si el Aleti llegó con chances de clasificar al complemento, se lo debe en gran parte a la labor del guardameta bajo los palos.
De regreso de los vestuarios, Barcelona profundizó su dominio en la capital española y volvió a empardar la serie en el primer cuarto de hora, pero la acción convertida por Ferrán Torres fue anulada por un correcto fuera de juego del atacante de la selección de España.
A partir de esa acción, Atlético de Madrid reaccionó y empezó a alejarse de su área para plantear un encuentro más cerca del campo de Joan García. Los ingresos de Nicolás González y Álex Baena por Lookman y Giuliano Simeone refrescaron la parte ofensiva, mientras que en la vereda opuesta saltaron a la cancha Robert Lewandowski y Marcus Rashford para buscar el gol del empate. Esas modificaciones no le sentaron bien al líder de la Liga de España, que necesitó de una tapada a puro reflejo de García frente a un disparo de Robin Le Normand en el área chica.
Fue un anticipo de que el Colchonero mostraba un plus que su adversario ya no tenía. Y así llegó una nueva desatención defensiva de los Culés, que se quedaron con 10 hombres por la expulsión de Eric García. El árbitro Clément Turpin le mostró la tarjeta roja a instancias del VAR por una clara falta sobre Alexander Sorloth a los 79 minutos.
A pesar de la inferioridad numérica, Barcelona lo fue a buscar en el cierre y estuvo muy cerca de mandar el trámite al alargue, pero el cabezazo de Ronald Araújo en el área chica se perdió por encima del travesaño en el sexto minuto de los ocho adicionados por Turpin.
Estadio: Metropolitano
Arbitro: Clément Turpin
Liverpool 0 (0) - 2 (4) PSG
Luego del 2-0 de la ida, el París Saint-Germain (PSG) repitió el resultado en Anfield y eliminó al Liverpool (Alexis Mac Allister fue titular) con un contundente 4-0 en los 180 minutos. El vigente campeón de la Champions League esperará a lo que suceda este miércoles entre Real Madrid y Bayern Múnich en una llave que dominan los bávaros por 2-1.
Con la obligación de ir en busca del triunfo, Liverpool dejó espacios y a los 10 minutos casi lo paga caro porque el conjunto de Luis Enrique avisó con un contragolpe que casi termina en gol si no fuera por una estupenda atajada de Giorgi Mamardashvili ante un remate desde afuera del área de Ousmane Dembélé.
La necesidad de convertir dos goles para igualar la serie contrastó con una baja de peso en la ofensiva de los Reds porque Hugo Ekitike cayó aparatosamente sin marca cercana tras un pase de Dominik Szoboszlai y quedó tendido en el césped a los 26 minutos. La repetición mostró que al delantero de 23 años, quien es una de las figuras de la selección de Francia, se le torció el tobillo derecho en el mal movimiento. Y se tomó en continuado la parte del talón, lo que provocó que en la transmisión de ESPN se especulara con una lesión en el tendón de Aquiles.
Cuando Liverpool buscaba el gol del descuento en la serie, a los 64 minutos llegó una de las acciones polémicas en la noche de Anfield. Alexis Mac Allister cayó en el área ante la marca de William Pacho y el árbitro Maurizio Mariani marcó el punto penal. Sin embargo, tras el llamado del VAR, el referí rectificó el fallo inicial al no observar infracción del ecuatoriano sobre el argentino.
Los campeones vigentes se pusieron en ventaja a los 72 minutos gracias a un golazo de Ousmane Dembélé, quien sacó un disparo de zurda desde afuera del área para vencer la estirada de Mamardashvili.
En tiempo de descuento, PSG logró aumentar el marcador para ponerle un broche de oro a la serie. En una contra perfecta, Khvicha Kvaratskhelia habilitó a Bradley Barcola, quien vio solo a Dembélé por el otro sector. El Mosquito solo tuvo que empujar la pelota al fondo de la red para anotar su doblete y meter al elenco francés en una nueva semifinal.
Formaciones:
Estadio: Anfield
Arbitro: Maurizio Mariani",web
